resume_text,category
"Master of Science in Computer Science. 4 years experience. Skills: Sketch, InVision, user interface design, interaction design, typography, color theory. Experience: Designed user interfaces for web and mobile applications",UI/UX Designer
"Bachelor of Engineering in Software Engineering. 5 years experience. Skills: Python, R, SQL, pandas, NumPy, statistical analysis, data visualization, Tableau, machine learning. Experience: Conducted A/B tests to optimize user engagement metrics",Data Scientist
"Bachelor of Science in Computer Science. 8 years experience. Skills: React, Next.js, TypeScript, CSS modules, React hooks, component design, testing. Experience: Implemented UI/UX designs improving user engagement by 30%",Web Developer
"Bachelor of Science in Information Systems. 8 years experience. Skills: Python, Java, system design, scalability, performance optimization, CI/CD. Experience: Optimized database queries reducing response time by 40%",Software Engineer
"Bachelor of Technology in Information Technology. 4 years experience. Skills: malware analysis, forensics, threat intelligence, security monitoring, vulnerability management. Experience: Monitored network traffic and detected potential threats using SIEM",Cybersecurity Engineer
"Master of Science in Computer Science. 6 years experience. Skills: AWS Lambda, ECS, CloudWatch, DevOps practices, scripting, security, cost optimization. Experience: Built CI/CD pipelines reducing deployment time by 60%",DevOps/Cloud Engineer
"Bachelor of Engineering in Software Engineering. 5 years experience. Skills: cross-functional leadership, product vision, KPIs, user experience, competitive analysis. Experience: Conducted market research and competitive analysis",Product Manager
"Bachelor of Science in Computer Science. 7 years experience. Skills: malware analysis, forensics, threat intelligence, security monitoring, vulnerability management. Experience: Developed security policies and compliance frameworks",Cybersecurity Engineer
"Bachelor of Science in Computer Science. 8 years experience. Skills: manual testing, automated testing, Selenium, test cases, bug tracking, regression testing. Experience: Collaborated with developers to ensure timely bug resolution",QA Engineer
"Master of Technology in Data Science. 2 years experience. Skills: React Native, JavaScript, TypeScript, cross-platform development, Redux, native modules. Experience: Published multiple apps to App Store and Google Play Store",Mobile Developer
"Master of Technology in Data Science. 7 years experience. Skills: React Native, JavaScript, TypeScript, cross-platform development, Redux, native modules. Experience: Implemented real-time features using WebSockets and Firebase",Mobile Developer
"Bachelor of Technology in Information Technology. 4 years experience. Skills: Cypress, JavaScript, end-to-end testing, test planning, defect management, Agile testing. Experience: Performed load testing and performance testing for scalability",QA Engineer
"Master of Science in Computer Science. 1 years experience. Skills: product lifecycle, requirements gathering, prioritization, data-driven decisions, A/B testing. Experience: Collaborated with engineering and design teams in Agile sprints",Product Manager
"Bachelor of Science in Information Systems. 2 years experience. Skills: network security, penetration testing, SIEM, firewalls, IDS/IPS, vulnerability assessment, ethical hacking. Experience: Monitored network traffic and detected potential threats using SIEM",Cybersecurity Engineer
"Bachelor of Science in Information Systems. 6 years experience. Skills: test strategy, mobile testing, load testing, JMeter, test documentation, quality metrics. Experience: Designed and executed comprehensive test plans for web applications",QA Engineer
"Master of Technology in Data Science. 1 years experience. Skills: test strategy, mobile testing, load testing, JMeter, test documentation, quality metrics. Experience: Identified and documented critical bugs improving product quality",QA Engineer
"Bachelor of Engineering in Software Engineering. 6 years experience. Skills: Oracle, PL/SQL, database optimization, indexing, stored procedures, data migration. Experience: Performed database migrations with zero downtime",Database Administrator
"Master of Science in Computer Science. 4 years experience. Skills: malware analysis, forensics, threat intelligence, security monitoring, vulnerability management. Experience: Implemented security measures reducing vulnerabilities by 70%",Cybersecurity Engineer
"Master of Technology in Data Science. 8 years experience. Skills: test strategy, mobile testing, load testing, JMeter, test documentation, quality metrics. Experience: Performed load testing and performance testing for scalability",QA Engineer
"Bachelor of Engineering in Software Engineering. 8 years experience. Skills: cross-functional leadership, product vision, KPIs, user experience, competitive analysis. Experience: Conducted market research and competitive analysis",Product Manager
"Bachelor of Science in Information Systems. 7 years experience. Skills: Kotlin, Android development, Jetpack Compose, MVVM, Room database, Material Design, Firebase. Experience: Implemented real-time features using WebSockets and Firebase",Mobile Developer
"Bachelor of Engineering in Software Engineering. 6 years experience. Skills: C#, .NET, SQL, REST APIs, microservices, Agile, unit testing, code review. Experience: Optimized database queries reducing response time by 40%",Software Engineer
"Master of Technology in Data Science. 4 years experience. Skills: Python, scikit-learn, data mining, predictive modeling, hypothesis testing, Power BI. Experience: Built predictive models improving revenue forecasting accuracy by 25%",Data Scientist
"Master of Science in Computer Science. 6 years experience. Skills: SQL, Python, big data, Spark, statistical modeling, business intelligence, dashboards. Experience: Performed statistical analysis on customer behavior data",Data Scientist
"Master of Technology in Data Science. 1 years experience. Skills: Flutter, Dart, cross-platform apps, state management, Firebase, API integration. Experience: Optimized app performance reducing load times by 50%",Mobile Developer
"Bachelor of Science in Computer Science. 4 years experience. Skills: Figma, Adobe XD, wireframing, prototyping, user research, usability testing, design systems. Experience: Prototyped interactive designs using Figma and Adobe XD",UI/UX Designer
"Master of Technology in Data Science. 5 years experience. Skills: Python, pytest, test automation frameworks, CI/CD integration, performance testing. Experience: Collaborated with developers to ensure timely bug resolution",QA Engineer
"Bachelor of Science in Information Systems. 5 years experience. Skills: iOS, Android, mobile UI/UX, performance optimization, push notifications, in-app purchases. Experience: Implemented real-time features using WebSockets and Firebase",Mobile Developer
"Master of Technology in Data Science. 4 years experience. Skills: product development, feature definition, go-to-market strategy, customer feedback, analytics. Experience: Launched successful products increasing revenue by 35%",Product Manager
